runid,recall,precision,f-score
AM_MS_10_ROUGE-SU*,0.0314088888888889,0.0114138888888889,0.0150036111111111
AM_MS_20_ROUGE-SU*,0.0345169444444444,0.0112975,0.0150197222222222
AM_MS_F_ROUGE-SU*,0.0319325,0.0138138888888889,0.01548
AM_OP_10_ROUGE-SU*,0.0175936111111111,0.00553694444444445,0.00648805555555556
AM_OP_20_ROUGE-SU*,0.0175936111111111,0.00553694444444445,0.00648805555555556
AM_OP_F_ROUGE-SU*,0.0175936111111111,0.00553694444444445,0.00648805555555556
