runid,recall,precision,f-score
AM_MS_10_ROUGE-1,0.0695713888888889,0.03642,0.0439877777777778
AM_MS_20_ROUGE-1,0.0651497222222222,0.0334827777777778,0.0403758333333333
AM_MS_F_ROUGE-1,0.0751963888888889,0.044435,0.0496969444444444
AM_OP_10_ROUGE-1,0.0222230555555556,0.0129358333333333,0.0150722222222222
AM_OP_20_ROUGE-1,0.0222230555555556,0.0129358333333333,0.0150722222222222
AM_OP_F_ROUGE-1,0.0222230555555556,0.0129358333333333,0.0150722222222222
