runid,recall,precision,f-score
MICROPINION_ROUGE-SU*,0.00710649068322981,0.0451094409937888,0.0103612732919255
MI_OP_A_ROUGE-SU*,0.00854229813664596,0.0430523913043478,0.011648198757764
