runid,recall,precision,f-score
MICROPINION_ROUGE-2,0.00316698757763975,0.00864903726708074,0.00416034161490683
MI_MS_10_ROUGE-2,0,0,0
MI_MS_20_ROUGE-2,6.3167701863354e-05,8.64596273291925e-05,7.2639751552795e-05
MI_MS_A_ROUGE-2,0.00451366459627329,0.00251121118012422,0.00309791925465839
MI_OP_10_ROUGE-2,0,0,0
MI_OP_20_ROUGE-2,0.00022332298136646,0.00181133540372671,0.000395683229813665
MI_OP_A_ROUGE-2,0.00446437888198758,0.0117322049689441,0.00592599378881988
