runid,recall,precision,f-score
HO_MS_10_ROUGE-1,0.0019980487804878,0.00241003048780488,0.00182435975609756
HO_MS_20_ROUGE-1,0.00259204268292683,0.00294012195121951,0.00241460365853659
HO_MS_F_ROUGE-1,0.00188734756097561,0.00299929878048781,0.00215954268292683
HO_OP_10_ROUGE-1,0.00259512195121951,0.00434856707317073,0.0029340243902439
HO_OP_20_ROUGE-1,0.00456713414634146,0.00647579268292683,0.00491280487804878
HO_OP_F_ROUGE-1,0.00456713414634146,0.00647579268292683,0.00491280487804878
