runid,recall,precision,f-score
HO_MS_10_ROUGE-2,0.000340518292682927,0.000677530487804878,0.000422225609756098
HO_MS_20_ROUGE-2,0,0,0
HO_MS_F_ROUGE-2,0.000274237804878049,0.000471859756097561,0.000324237804878049
HO_OP_10_ROUGE-2,0.0017925,0.0038109756097561,0.00216795731707317
HO_OP_20_ROUGE-2,0.00354795731707317,0.00618225609756098,0.00421868902439024
HO_OP_F_ROUGE-2,0.00354795731707317,0.00618225609756098,0.00421868902439024
