runid,recall,precision,f-score
MULTISEN_ROUGE-SU*,0.0887774509803922,0.0972217647058823,0.0821972549019608
MyTestRun_ROUGE-SU*,0.09757,0.204523333333333,0.106746666666667
OP_MS_20_ROUGE-SU*,0.0792205882352941,0.0833972549019608,0.0705754901960784
OP_OP_20_ROUGE-SU*,0.0322556862745098,0.186782745098039,0.0501652941176471
Opinosis10_ROUGE-SU*,0.0164429411764706,0.141312352941176,0.0278237254901961
