runid,recall,precision,f-score
MULTISEN_ROUGE-1,0.261526274509804,0.254111960784314,0.248391568627451
MyTestRun_ROUGE-1,0.285341764705882,0.414815882352941,0.311432745098039
OP_OP_20_ROUGE-1,0.146841960784314,0.377968823529412,0.201992745098039
Opinosis10_ROUGE-1,0.0801217647058823,0.23031,0.115535490196078
